"Symbol";"Name";"Interesting";"Description";"Assets";"ETF_Currency";"Industry";"Region";"Region_Currency";"Capitalisation";"Weighting";"Type";"P/E";"Dividends";"Long-Short";"Leverage";"ER";"Liquidity";"FX_risk";"Short_Name";"Bloomberg_Ticker";"ISIN";"Indexname";"Bloomberg_Index";"Reuters_Index"
"BSCH";"Guggenheim BulletShares 2017 Corp Bond";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"B-";"B+";"No FX risk for USD";"2017 Corp Bond";"Check";"Check";"Check";"Check";"Check"
"BSCI";"Guggenheim BulletShares 2018 Corp Bond";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Short-Term";"No";"No";"Long";"No";"B-";"B";"No FX risk for USD";"2018 Corp Bond";"Check";"Check";"Check";"Check";"Check"
"BSCJ";"Guggenheim BulletShares 2019 Corp Bond";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Short-Term";"No";"No";"Long";"No";"C+";"B-";"No FX risk for USD";"2019 Corp Bond";"Check";"Check";"Check";"Check";"Check"
"BSCK";"Guggenheim BulletShares 2020 Corp Bond";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"B-";"B-";"No FX risk for USD";"2020 Corp Bond";"Check";"Check";"Check";"Check";"Check"
"BSJF";"BulletShares 2015 High Yield Corporate Bond ETF";"No";"Ok";"Bonds";"USD";"Corporate (Junk)";"Developed North America (US)";"USD";"No";"check";"Short-Term";"No";"No";"Long";"No";"B";"A-";"No FX risk for USD";"2015 High Yield Corporate Bond";"Check";"Check";"Check";"Check";"Check"
"BSJG";"BulletShares 2016 High Yield Corporate Bond ETF";"No";"Ok";"Bonds";"USD";"Corporate (Junk)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"B+";"B+";"No FX risk for USD";"2016 High Yield Corporate Bond";"Check";"Check";"Check";"Check";"Check"
"BSJH";"BulletShares 2017 High Yield Corporate Bond ETF";"No";"Ok";"Bonds";"USD";"Corporate (Junk)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"B";"B";"No FX risk for USD";"2017 High Yield Corporate Bond";"Check";"Check";"Check";"Check";"Check"
"BSJI";"BulletShares 2018 High Yield Corporate Bond ETF";"No";"Ok";"Bonds";"USD";"Corporate (Junk)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"B";"B";"No FX risk for USD";"2018 High Yield Corporate Bond";"Check";"Check";"Check";"Check";"Check"
"BSV";"Vanguard Short-Term Bond ETF";"No";"Ok";"Bonds";"USD";"State&Corporate";"Developed North America (US)";"USD";"No";"check";"Short-Term";"No";"No";"Long";"No";"A";"A";"No FX risk for USD";"Short-Term Bond";"Check";"Check";"Check";"Check";"Check"
"BTAL";"QuantShares US Market Neut Anti-Beta ETF";"No";"equal weighted, dollar neutral and sector neutral. The index rebalances monthly by identifying the lowest beta stocks as long positions and highest beta stocks as short positions, of approximately equal dollar amounts, within each sector";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Mixed";"Equally";"Long/Short Equities";"No";"No";"Long/Short";"No";"B";"B+";"No FX risk for USD";"US Market Neut Anti-Beta";"Check";"Check";"Check";"Check";"Check"
"BWV";"iPath CBOE S&P 500 BuyWrite Index ETN";"No";"total rate of return of a hypothetical ""buy-write"", or ""covered call"", strategy on the S&P 500 Index. This strategy consists of a hypothetical portfolio consisting of a ""long"" position indexed to the S&P 500 Index (i.e. purchasing the common stocks included in the S&P 500 Index) and the sale of a succession of one-month, at- or slightly out-of-the-money S&P 500 Index call options that are listed on the Chicago Board Options Exchange.";"Alternatives";"USD";"Covered Call";"Developed North America (US)";"USD";"No";"check";"No";"No";"No";"Long/Short";"No";"C+";"B-";"No FX risk for USD";"CBOE S&P 500 BuyWrite";"Check";"Check";"Check";"Check";"Check"
"BWX";"SPDR Barclays Capital Intl Treasury Bond";"No";"BWX tracks the Barclays Capital Global Treasury Ex-US Capped index, a benchmark that invests in local currency-denominated bonds issued by investment-grade countries outside the United States. The fund’s underlying portfolio includes 300 government bonds, of which more than three quarters hold a credit rating of AA or higher.:::.";"Bonds";"USD";"State";"Broad excl US";"Mixed";"No";"check";"All-Term";"No";"No";"Long";"No";"B-";"A+";"Yes";"Capital Intl Treasury Bond";"Check";"Check";"Check";"Check";"Check"
"BWZ";"SPDR Barclays Cap S/T Intl Treasury Bond";"No";"Ok";"Bonds";"USD";"State";"Broad excl US";"Mixed";"No";"check";"Short-Term";"No";"No";"Long";"No";"B-";"A-";"Yes";"Cap S/T Intl Treasury Bond";"Check";"Check";"Check";"Check";"Check"
"BZF";"WisdomTree Dreyfus Brazilian Real";"No";"This ETF offers exposure to the Brazilian Real relative to the U.S. dollar. BZF’s investment objective to achieve total returns reflective of both money market rates in Brazil available to foreign investors and changes in the value of the Brazilian Real relative to the U.S. dollar. Similar to CYB, the fund utilizes currency forwards to accomplish its objective and collateralizes the investment with short-term T-bills. Investors can use this ETF as a tool to hedge exchange rate exposure or bet against the American dollar.:::.";"Currency";"USD";"Currency BRL (Brazilian Real)";"Emerging South and Lat Am (Brazil)";"USD";"No";"check";"No";"No";"No";"Long";"No";"B";"B+";"Yes";"Dreyfus Brazilian Real";"Check";"Check";"Check";"Check";"Check"
"BZQ";"ProShares UltraShort MSCI Brazil";"No";"Ok";"Equity";"USD";"Diversified";"Emerging South and Lat Am (Brazil)";"BRL";"Mixed";"check";"No";"No";"No";"Short";"Yes";"A-";"B";"Yes";"UltraShort Brazil";"Check";"Check";"Check";"Check";"Check"
"CAFE";"iPath Pure Beta Coffee ETN";"No";"Ok";"Commodities";"USD";"Softs (Coffee)";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";"A-";"B";"Yes";"Pure Beta Coffee";"Check";"Check";"Check";"Check";"Check"
"CANE";"Teucrium Sugar";"No";"Ok";"Commodities";"USD";"Softs (Sugar)";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";"C";"C+";"Yes";"Teucrium Sugar";"Check";"Check";"Check";"Check";"Check"
"CARZ";"First Trust NASDAQ Global Auto Index";"No";"ETF provides targeted exposure to the global auto industry. Only the largest and most liquid companies engaged in the manufacturing of automobiles are represented in this ETF. CARZ features a top-heavy portfolio, with its top ten holdings accounting for about two-thirds of total assets.:::.";"Equity";"USD";"Consumer (Automotive)";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"C+";"B";"Yes";"NASDAQ Global Auto";"Check";"Check";"Check";"Check";"Check"
"CBND";"SPDR Barclays Cap Issuer Scd Corp Bond";"No";"This ETF tracks the Barclays Capital Issuer Scored Corporate Index, which measures the performance of the U.S. corporate bond market and utilizes a fundamental weighting methodology. Most bond ETFs are linked to market cap-weighted indexes, a flawed strategy that ends up giving the largest allocations to the the biggest issuers of debt. CBND’s underlying index uses three fundamental factors to determine the weight given to each issuer among those in the eligible universe: Return on Assets, Interest Coverage, and Current Ratio. CBND has over 3,500 holdings, and in terms of sector allocation, the fund currently allocates only 10% in financial services. LQD is a popular tool for accessing corporate debt, but we believe the methodology used by the underlying index makes CBND a better tool for the long run.::.";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";"B+";"C+";"No FX risk for USD";"Cap Issuer Scd Corp Bond";"Check";"Check";"Check";"Check";"Check"
"CCX";"WisdomTree Dreyfus Commodity Currency";"No";"One feature of CCX that we like is that the fund’s exposure is nicely split between developed and emerging markets. Holdings include: the Brazilian real, Chilean peso, Russian ruble, South African rand, Australian dollar, Canadian dollar, Norwegian Krone, and the New Zealand dollar. CCX is perhaps best classified as an ultra-short term fixed income product since it provides investors with access to international markets that offer juicy short-term yields, compared to the ultra-low money market rates offered in the United States. Historically, currencies of commodity-producing currencies have exhibited increased sensitivity to global growth levels; during economic booms demand for raw material surges, sending both the prices of the commodities and value of related currencies higher. But these currencies have also held up relatively well during periods of slumping commodity prices.::.";"Currency";"USD";"Diversified";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";"B-";"B-";"Yes";"Dreyfus Commodity Currency";"Check";"Check";"Check";"Check";"Check"
"CCXE";"WisdomTree Commodity Country Equity";"No";"The WisdomTree Commodity Country Equity Index is a fundamentally weighted index that measures the performance of dividend-paying companies from commodity countries selected from the WisdomTree Global Dividend Index. The index is comprised of dividend-paying companies ranked by market capitalization from each of the following commodity countries: Australia, Brazil, Canada, Chile, New Zealand, Norway, Russia and South Africa. Each country has an allocation of approximately 12.5% within the index and up to 20 qualifying companies may be included in each country allocation. Companies are weighted within each country allocation based on annual cash dividends paid";"Equity";"USD";"Diversified";"Broad excl US";"Mixed";"Mixed";"check";"No";"No";"Dividends";"Long";"No";"B";"C";"Yes";"Commodity Country Equity";"Check";"Check";"Check";"Check";"Check"
"CEW";"WisdomTree Dreyfus Emerging Currency";"No";"This ETF seeks to achieve returns that reflect both money market rates in certain emerging market countries and changes in the value of these currencies relative to the U.S. dollar. CEW is backed by an investment team that screens and selects a basket of up to 12 emerging market currencies. Most of CEW’s holdings are in the form of government bonds or repurchase agreements. While interest rates in the U.S. are near zero (and are expected to remain at record low levels for some time), money market accounts in many emerging market economies offer material yields. The fund offers investors exposure to rapidly appreciating currencies which have grown more in demand as emerging markets make up a bigger piece of world trade. Currently, the fund is heavily weighted in exposure to Brazil, South Korea, and South Africa offering investors diversified exposure to all emerging geographic regions.:::.";"Currency";"USD";"Diversified";"Emerging Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";"B-";"A-";"Yes";"Dreyfus Emerging Currency";"Check";"Check";"Check";"Check";"Check"
"CFT";"Barclays Credit Bond";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";"A-";"A-";"No FX risk for USD";"Credit Bond";"Check";"Check";"Check";"Check";"Check"
"CGW";"Guggenheim S&P Global Water Index";"No";"Ok";"Equity";"USD";"Industrials (Water)";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"A-";"A";"Yes";"S&P Global Water";"Check";"Check";"Check";"Check";"Check"
"CHEP";"QuantShares US Market Neutral Value ETF";"No";"equal weighted, dollar neutral and sector neutral. The index rebalances monthly by identifying the most undervalued stocks as long positions and the most overvalued stocks as short positions, of approximately equal dollar amounts, within each sector.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Mixed";"check";"Long/Short Equities";"No";"No";"Long/Short";"No";"C+";"B";"No FX risk for USD";"US Market Neutral Value";"Check";"Check";"Check";"Check";"Check"
"CHIE";"Global X China Energy ETF";"No";"Ok";"Equity";"USD";"Energy";"Emerging Asia (China)";"CNY";"Large";"check";"No";"No";"No";"Long";"No";"C+";"C";"Yes";"China Energy";"Check";"Check";"Check";"Check";"Check"
"CHII";"Global X China Industrials ETF";"No";"Ok";"Equity";"USD";"Industrials";"Emerging Asia (China)";"CNY";"Large";"check";"No";"No";"No";"Long";"No";"B";"B-";"Yes";"China Industrials";"Check";"Check";"Check";"Check";"Check"
"CHIM";"Global X China Materials ETF";"No";"Ok";"Equity";"USD";"Materials";"Emerging Asia (China)";"CNY";"Large";"check";"No";"No";"No";"Long";"No";"B-";"B-";"Yes";"China Materials";"Check";"Check";"Check";"Check";"Check"
"CHIQ";"Global X China Consumer ETF";"No";"This index is designed to reflect the performance of the consumer sector in China. It is comprised of selected companies which have their main business operations in the consumer sector and are domiciled in China or have their main business operations in this country.";"Equity";"USD";"Consumer (Discretionaries)";"Emerging Asia (China)";"CNY";"Large";"check";"No";"No";"No";"Long";"No";"B-";"A-";"Yes";"China Consumer";"Check";"Check";"Check";"Check";"Check"
"CHIX";"Global X China Financials ETF";"No";"Ok";"Equity";"USD";"Financials";"Emerging Asia (China)";"CNY";"Large";"check";"No";"No";"No";"Long";"No";"C+";"A-";"Yes";"China Financials";"Check";"Check";"Check";"Check";"Check"
"CHOC";"iPath Pure Beta Cocoa ETN";"No";"Ok";"Commodities";"USD";"Softs (Cocoa)";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";"B+";"B";"Yes";"Pure Beta Cocoa";"Check";"Check";"Check";"Check";"Check"
"CIU";"Barclays Intermediate Credit Bd";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"B+";"A-";"No FX risk for USD";"Intermediate Credit Bd";"Check";"Check";"Check";"Check";"Check"
"CLY";"10+ Year Credit Bond";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Long-Term";"No";"No";"Long";"No";"B";"A-";"No FX risk for USD";"10+ Year Credit Bond";"Check";"Check";"Check";"Check";"Check"
"CMBS";"Barclays CMBS Bond";"No";"Ok";"Bonds";"USD";"Corporate (Mortgage-Backed)";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";"B+";"B+";"No FX risk for USD";"CMBS Bond";"Check";"Check";"Check";"Check";"Check"
"CMD";"ProShares UltraShort DJ-UBS Commodity";"No";"Ok";"Commodities";"USD";"Diversified";"Broad";"Mixed";"No";"check";"No";"No";"No";"Short";"Yes";"B";"C+";"Yes";"UltraShort Commodity";"Check";"Check";"Check";"Check";"Check"
"CMF";"S&P CA AMT-Free Municipal Bd";"No";"Ok";"Bonds";"USD";"Munis";"Developed North America (US)";"USD";"No";"check";"All-Term";"No";"No";"Long";"No";"A";"A";"No FX risk for USD";"S&P CA AMT-Free Municipal Bd";"Check";"Check";"Check";"Check";"Check"
"CNDA";"IQ Canada Small Cap ETF";"No";"This ETF provides exposure to the performance of the small cap sector of the Canadian equity market. Canada is home to some of the most abundant gold mines in the world, and maintains massive oil reserves as well. We have opted for small cap exposure because it is more of a “pure play” on the local economy since smaller companies are more sensitive to changes in consumptions patterns and demographic trends.CNDA has about 100 holdings and is very well-balanced, seeing as how no individual security account for more than 3% of total assets. Close to half of all assets are allocated to the basic materials sector, while energy holdings make up the next biggest chunk. Investors should also note that this small cap ETF is actually most heavily invested in mid caps, although small caps do account for about one third of the entire portfolio.:::.";"Equity";"USD";"Diversified";"Developed North America";"Mixed";"Small";"check";"No";"No";"No";"Long";"No";"C+";"B";"Yes";"Canada Small Cap";"Check";"Check";"Check";"Check";"Check"
